appId,arsiv_dosya_no,muracaat_tarihi,muracaat_tipi,region,description,status
485,52113,24/3/2013,,3,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",0
486,21256,6/9/2020,,2,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,1
487,4300,24/5/2021,,1,Etiam faucibus cursus urna. Ut tellus.,0
488,9956,26/8/2014,,2,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,0
489,105880,15/12/2014,,3,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",1
490,26245,17/6/2015,,1,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",0
491,64048,30/7/2020,,3,Etiam pretium iaculis justo.,0
492,14544,11/1/2012,,2,Nam tristique tortor eu pede.,0
493,33804,18/8/2015,,2,Praesent lectus.,0
494,98111,10/5/2015,,2,Morbi non lectus.,1
495,74493,13/12/2016,,3,Donec ut dolor.,0
496,123371,30/9/2015,,1,Integer ac neque.,1
497,96444,11/10/2011,,3,Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.,0
498,93657,14/12/2016,,2,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",1
499,50825,10/8/2021,,3,Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.,1
500,89751,6/6/2017,,1,Suspendisse potenti. In eleifend quam a odio.,1
501,52434,13/4/2022,,3,Integer a nibh.,1
502,18144,10/10/2013,,2,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",1
503,116883,3/4/2023,,1,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,1
504,43988,7/6/2011,,3,Nulla nisl.,0
505,106068,29/10/2020,,3,Pellentesque at nulla. Suspendisse potenti.,1
506,107082,23/8/2020,,3,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,1
507,27655,28/5/2022,,3,Nulla tellus. In sagittis dui vel nisl.,0
508,59071,7/11/2010,,3,Nam tristique tortor eu pede.,0
509,20312,14/9/2015,,3,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",0
510,45906,25/4/2016,,2,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",1
511,10369,18/7/2011,,2,Etiam pretium iaculis justo.,0
512,104757,22/11/2012,,3,Nunc purus. Phasellus in felis. Donec semper sapien a libero.,1
513,84841,5/7/2023,,3,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",1
514,56039,9/1/2011,,3,Donec semper sapien a libero. Nam dui.,0
515,97559,10/6/2015,,2,Duis consequat dui nec nisi volutpat eleifend.,0
516,22892,31/7/2011,,2,Donec quis orci eget orci vehicula condimentum.,1
517,58823,3/7/2012,,3,Morbi a ipsum. Integer a nibh. In quis justo.,0
518,92820,13/5/2015,,2,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",0
519,121227,16/12/2020,,1,Nullam molestie nibh in lectus.,1
520,120941,9/1/2011,,1,Sed ante.,0
521,30332,9/5/2012,,2,Proin eu mi.,0
522,32448,6/3/2017,,2,In eleifend quam a odio.,1
523,78339,16/1/2018,,1,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",1
524,12513,9/12/2020,,1,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",1
525,37307,11/11/2010,,1,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",0
526,96770,14/4/2015,,2,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.",0
527,92553,26/2/2020,,1,Pellentesque at nulla.,0
528,31252,22/1/2021,,1,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",0
529,23782,27/2/2021,,1,Praesent id massa id nisl venenatis lacinia.,0
530,119672,22/2/2022,,1,Suspendisse accumsan tortor quis turpis.,1
531,12885,20/10/2018,,1,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,0
532,97082,31/12/2017,,1,Pellentesque ultrices mattis odio.,0
533,22954,3/7/2011,,1,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,1
534,64356,11/7/2012,,1,Integer a nibh. In quis justo.,1
535,22978,12/5/2019,,3,Sed vel enim sit amet nunc viverra dapibus.,0
536,81917,7/11/2022,,2,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,0
537,17436,21/12/2017,,1,Quisque porta volutpat erat.,1
538,33490,28/10/2018,,2,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",1
539,70208,7/1/2021,,1,Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,1
540,72113,23/12/2015,,3,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",0
541,28527,15/1/2017,,2,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",0
542,9077,28/8/2011,,1,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",1
543,1046,15/5/2021,,3,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",1
544,101018,4/9/2018,,3,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",1
545,97910,17/2/2018,,1,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",1
546,94468,18/4/2015,,2,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,1
547,1217,16/6/2018,,3,Nulla nisl.,1
548,45432,12/10/2011,,3,Nulla justo.,1
549,78105,22/12/2015,,2,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",0
550,107504,11/11/2018,,2,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",1
551,40620,25/4/2023,,3,Curabitur gravida nisi at nibh.,1
552,3344,7/12/2014,,3,Nam nulla.,0
553,50648,27/10/2012,,3,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",0
554,7434,3/6/2021,,3,Phasellus in felis. Donec semper sapien a libero. Nam dui.,0
555,59796,16/1/2015,,1,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.,0
556,119184,13/6/2013,,2,Integer ac neque. Duis bibendum.,1
557,57982,27/1/2015,,1,Nam nulla.,0
558,13004,20/9/2012,,1,Morbi non quam nec dui luctus rutrum. Nulla tellus.,0
559,121746,3/9/2014,,3,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",1
560,48251,30/4/2012,,2,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",0
561,84399,17/3/2013,,2,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",1
562,67354,25/8/2021,,1,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",0
563,37217,26/8/2022,,1,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",0
564,120578,13/7/2011,,1,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",0
565,34371,7/4/2014,,2,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",1
566,21656,1/9/2017,,2,Vivamus tortor.,0
567,39554,24/5/2012,,3,Donec ut dolor.,0
568,37423,23/10/2010,,2,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,1
569,20667,26/4/2016,,3,Duis consequat dui nec nisi volutpat eleifend.,1
570,22305,28/11/2014,,3,Sed ante. Vivamus tortor.,1
571,99854,24/10/2011,,2,Nulla ac enim.,0
572,73969,30/5/2023,,1,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",0
573,25183,11/1/2017,,3,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,0
574,21051,3/3/2012,,2,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",0
575,78678,14/3/2019,,1,Duis consequat dui nec nisi volutpat eleifend.,0
576,81690,22/1/2017,,1,Vestibulum sed magna at nunc commodo placerat.,0
577,118164,27/10/2018,,2,Nunc purus. Phasellus in felis.,0
578,59048,10/7/2022,,1,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",0
579,31029,6/10/2012,,1,Proin at turpis a pede posuere nonummy. Integer non velit.,1
580,8726,6/3/2022,,3,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",1
581,37303,4/4/2022,,2,Nulla tempus.,1
582,61598,9/11/2011,,2,Nulla tellus. In sagittis dui vel nisl.,0
583,39445,22/6/2020,,1,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",0
584,50848,22/9/2020,,3,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",0
585,20656,23/12/2012,,1,In blandit ultrices enim.,0
586,44583,5/3/2017,,1,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",0
587,121882,19/8/2020,,2,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",0
588,20714,16/9/2012,,1,In congue.,1
589,28349,15/5/2016,,1,Duis consequat dui nec nisi volutpat eleifend.,0
590,98648,18/8/2012,,2,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",1
591,48111,5/12/2020,,1,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",1
592,58876,28/12/2020,,3,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,1
593,121344,17/1/2016,,2,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,0
594,107324,12/6/2023,,3,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.,0
595,115053,22/8/2014,,1,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",0
596,7039,14/9/2013,,1,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",0
597,116800,14/4/2019,,1,Suspendisse potenti.,1
598,116873,7/1/2021,,3,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.,1
599,27740,21/3/2013,,2,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",1
600,6342,8/9/2014,,1,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",1
601,64507,13/2/2022,,2,Proin interdum mauris non ligula pellentesque ultrices.,1
602,89034,4/11/2014,,2,Integer a nibh.,0
603,12460,22/8/2017,,2,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",0
604,109702,11/8/2011,,1,Aenean auctor gravida sem.,1
605,12950,6/9/2020,,3,Cras non velit nec nisi vulputate nonummy.,0
606,35846,29/12/2012,,3,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,0
607,78477,15/6/2018,,1,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,1
608,10803,17/2/2015,,1,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,0
609,99942,14/9/2018,,3,Nullam varius. Nulla facilisi.,0
610,102436,5/1/2022,,2,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1
611,35899,28/9/2012,,3,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat.",0
612,83530,9/1/2017,,2,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,1
613,109566,19/1/2013,,3,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",1
614,26025,2/11/2016,,2,Maecenas ut massa quis augue luctus tincidunt.,0
615,90744,23/2/2015,,3,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,0
616,7177,12/10/2011,,1,Duis ac nibh.,1
617,31986,23/12/2014,,3,In hac habitasse platea dictumst.,1
618,57083,27/5/2020,,3,Vestibulum sed magna at nunc commodo placerat.,1
619,91805,21/5/2013,,2,Fusce consequat.,1
620,34827,3/6/2022,,1,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,0
621,107087,21/6/2023,,1,Aenean fermentum.,1
622,110598,14/5/2020,,3,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",0
623,66304,28/4/2016,,2,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1
624,63427,27/12/2018,,3,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",0
625,65604,26/11/2020,,2,Quisque id justo sit amet sapien dignissim vestibulum.,1
626,40360,31/5/2013,,2,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",1
627,97929,14/11/2016,,1,Nunc purus. Phasellus in felis. Donec semper sapien a libero.,0
628,13804,26/3/2019,,1,Aliquam sit amet diam in magna bibendum imperdiet.,1
629,2961,7/12/2019,,1,Duis ac nibh.,1
630,19826,15/9/2012,,3,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",1
631,32736,3/9/2022,,3,Morbi quis tortor id nulla ultrices aliquet.,1
632,10661,3/5/2016,,1,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",1
633,123079,4/1/2016,,2,In congue. Etiam justo.,0
634,73574,28/12/2014,,1,Fusce consequat. Nulla nisl. Nunc nisl.,0
635,122789,13/12/2019,,3,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",1
636,79965,15/11/2010,,1,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",1
637,108029,16/1/2021,,1,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",0
638,70183,24/2/2012,,2,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,1
639,5206,20/2/2012,,2,Ut at dolor quis odio consequat varius. Integer ac leo.,0
640,27446,23/12/2016,,1,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.,0
641,42180,16/6/2016,,2,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,0
642,92764,19/9/2014,,1,Integer a nibh. In quis justo.,0
643,48980,17/2/2012,,3,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",1
644,31844,16/5/2020,,2,Sed ante.,0
645,41240,22/1/2017,,3,Nunc purus.,1
646,38873,17/3/2015,,1,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",0
647,2084,9/7/2016,,3,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",0
648,62795,16/12/2012,,2,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,1
649,102293,7/1/2012,,3,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",1
650,11725,29/11/2016,,2,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.",0
651,3940,14/10/2021,,2,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",1
652,32960,20/2/2013,,2,Proin at turpis a pede posuere nonummy.,0
653,63988,2/10/2022,,3,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,0
654,29985,30/5/2012,,3,Morbi porttitor lorem id ligula.,0
655,98791,4/1/2016,,3,Suspendisse potenti.,1
656,64639,21/11/2022,,2,Aliquam quis turpis eget elit sodales scelerisque.,1
657,101371,22/8/2017,,1,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.,0
658,18697,22/10/2022,,1,"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1
659,1759,20/2/2022,,3,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",0
660,60144,29/12/2021,,1,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,1
661,74630,30/8/2012,,1,Nunc purus. Phasellus in felis. Donec semper sapien a libero.,0
662,71348,17/2/2012,,2,Suspendisse potenti.,0
663,85687,4/4/2016,,3,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",0
664,56253,19/11/2021,,1,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,1
665,56815,15/11/2016,,2,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,1
666,113884,24/5/2019,,3,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",0
667,61352,27/9/2012,,2,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.,0
668,103678,12/11/2010,,2,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",1
669,82416,17/9/2020,,2,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,1
670,101018,4/2/2020,,3,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",0
671,25743,13/2/2015,,2,Donec ut mauris eget massa tempor convallis.,0
672,65126,4/1/2015,,2,Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,1
673,4775,9/1/2022,,2,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,0
674,38611,4/10/2010,,2,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1
675,84503,16/11/2020,,2,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",0
676,49169,11/11/2019,,2,Aenean sit amet justo.,0
677,83668,24/11/2019,,2,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,0
678,62678,6/7/2021,,2,Praesent blandit. Nam nulla.,0
679,121376,6/7/2017,,3,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",1
680,18107,20/10/2013,,3,Duis bibendum. Morbi non quam nec dui luctus rutrum.,1
681,96756,2/5/2016,,2,Nullam molestie nibh in lectus.,0
682,71378,13/8/2021,,1,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",0
683,74273,8/5/2014,,1,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi.",0
684,10638,14/2/2021,,2,Etiam vel augue.,0
685,83061,10/2/2017,,1,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",1
686,88795,12/2/2018,,2,Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.,1
687,83464,10/6/2020,,1,Curabitur in libero ut massa volutpat convallis.,0
688,111938,5/6/2018,,2,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",1
689,73866,25/6/2018,,1,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",1
690,42255,23/6/2021,,3,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",0
691,10768,7/11/2014,,3,Donec ut mauris eget massa tempor convallis.,0
692,90848,30/6/2012,,2,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",1
693,102278,12/9/2016,,2,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",0
694,108616,15/6/2017,,2,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",0
695,97574,21/3/2011,,2,Duis bibendum.,0
696,53901,4/12/2011,,2,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",1
697,77685,3/9/2011,,2,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",0
698,99070,9/7/2017,,2,Praesent lectus.,1
699,60424,4/5/2011,,3,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,1
700,34766,15/10/2019,,1,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",1
701,95102,28/9/2010,,3,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,0
702,76644,24/11/2015,,1,In congue. Etiam justo.,1
703,101613,1/7/2017,,2,Praesent blandit.,0
704,121330,1/1/2022,,3,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",1
705,62929,25/3/2020,,2,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,1
706,74969,27/6/2018,,3,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",1
707,41566,13/6/2021,,3,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",0
708,20258,11/4/2016,,3,Suspendisse potenti.,0
709,13157,2/6/2021,,1,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",1
710,81833,15/4/2019,,3,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices.",0
711,95940,24/2/2021,,2,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",1
712,80715,22/9/2014,,2,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,1
713,59070,8/9/2011,,3,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,1
714,71392,3/4/2012,,2,Morbi vel lectus in quam fringilla rhoncus.,1
715,113332,18/10/2015,,1,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,0
716,37819,14/1/2019,,2,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",1
717,19505,21/7/2015,,2,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.,0
718,48310,12/12/2019,,1,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",1
719,89831,6/11/2016,,2,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",0
720,81248,18/8/2019,,1,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",1
721,62358,18/12/2022,,1,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,0
722,75142,12/5/2013,,1,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",1
723,52983,17/1/2016,,2,Nulla justo.,0
724,47955,29/12/2013,,1,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",1
725,51509,23/10/2016,,1,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",1
726,35860,2/4/2014,,3,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",1
